Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
30,Female,Other,Sports,13.830069627422104,0,Easy,7,17,61,21,Low
43,Female,Other,RPG,7.849466962173095,0,Medium,8,161,34,23,Medium
25,Male,Asia,RPG,1.4452084915984598,1,Hard,10,37,21,35,Medium
21,Female,USA,Simulation,22.383930764307586,0,Easy,14,35,14,48,Medium
38,Female,Europe,Action,12.838458140375277,0,Medium,18,38,20,10,Medium
21,Male,USA,Strategy,0.3207301481656692,0,Medium,16,129,19,6,High
37,Male,USA,Strategy,19.634849301133865,0,Hard,0,68,99,10,High
32,Female,USA,Sports,0.9478938427742404,0,Easy,1,153,17,3,Low
18,Female,Europe,RPG,18.01690285994609,0,Hard,15,157,99,7,High
16,Male,Other,Action,14.515763047182684,0,Easy,14,150,4,20,High
32,Female,Europe,Action,20.369698051584287,1,Hard,0,142,31,12,Low
25,Female,Other,Simulation,3.1592048146126297,1,Easy,11,111,85,40,Medium
36,Male,Europe,Sports,5.08266318634905,1,Medium,9,69,27,32,Medium
29,Female,USA,RPG,2.2968885461817043,0,Medium,6,38,97,27,Medium
17,Female,USA,Strategy,1.931729613957306,1,Easy,9,116,42,28,Medium
43,Male,USA,Sports,0.5014828214811446,0,Hard,18,143,57,15,High
29,Male,USA,RPG,18.03969242580337,0,Medium,2,135,56,3,Low
42,Male,USA,RPG,10.055970025833917,0,Medium,17,58,40,42,Medium
46,Male,USA,Sports,8.401290242623535,0,Easy,10,177,1,39,High
38,Male,USA,Simulation,9.917426333277124,0,Hard,19,170,63,0,High
21,Male,Europe,Strategy,22.35117828483393,0,Medium,16,135,70,13,High
47,Female,Europe,Simulation,17.818522868153792,1,Easy,12,114,27,15,Medium
45,Female,USA,Simulation,4.077021429838514,1,Easy,2,17,51,16,Low
38,Male,USA,Action,16.41539434738803,0,Easy,3,141,28,38,Medium
37,Male,USA,Sports,23.835937121836363,0,Easy,19,88,12,30,High
43,Male,USA,Action,9.977344992662626,1,Medium,1,125,10,33,Low
41,Male,Europe,Strategy,16.833560173723793,0,Medium,1,107,8,1,Low
29,Male,USA,Sports,8.206267433953196,0,Easy,18,157,31,41,High
30,Male,Europe,RPG,14.00185657277657,0,Easy,15,56,95,15,Medium
23,Male,USA,Sports,9.564787770222676,0,Medium,4,179,59,20,Medium
16,Female,Europe,Sports,1.5130468713549252,1,Easy,17,30,28,14,Medium
43,Male,USA,RPG,2.769818271128173,1,Easy,14,47,95,14,Medium
22,Male,Europe,Action,0.1901151984388258,0,Easy,3,44,26,37,Low
22,Male,USA,Sports,6.764154349661173,0,Easy,9,109,91,7,Medium
24,Female,USA,Strategy,12.88994860434597,0,Medium,9,79,66,44,Medium
21,Male,Europe,RPG,4.3531704978329495,0,Medium,1,167,14,24,Low
41,Male,Europe,Simulation,19.13614079880633,0,Medium,14,27,51,14,Medium
47,Female,Asia,RPG,12.38038920365447,0,Easy,1,120,85,32,Low
37,Male,Europe,Simulation,3.0936209488005426,0,Easy,18,140,8,29,High
48,Male,Asia,Strategy,22.42482500834347,0,Easy,8,120,9,17,Medium
49,Female,Other,Action,23.336527110390605,0,Easy,5,67,39,10,Medium
36,Female,Europe,Simulation,7.856365325205741,0,Easy,13,70,39,47,Medium
16,Female,USA,Simulation,20.9954470473388,0,Medium,6,94,45,5,Medium
23,Male,USA,Sports,2.6711059541944184,0,Medium,3,130,96,49,Medium
27,Female,Other,Simulation,6.373654057397848,1,Easy,11,25,39,5,Low
31,Male,Europe,Action,2.9678525563703646,1,Medium,19,63,93,7,Medium
35,Female,Europe,RPG,19.982779066694977,0,Medium,8,100,50,48,Medium
23,Female,Europe,Action,9.606678825157324,0,Medium,3,67,73,34,Medium
35,Male,Asia,Action,13.43239854375517,0,Easy,6,152,2,0,Medium
39,Female,Europe,Action,19.51413997029276,0,Easy,17,119,71,29,High
42,Male,Asia,RPG,15.12624382572542,0,Easy,2,178,47,24,Medium
28,Female,USA,Sports,0.7450967840256943,0,Easy,4,40,93,34,Medium
22,Male,USA,RPG,10.65274135801841,0,Easy,13,141,88,30,High
22,Female,Other,Simulation,0.7310690570507399,0,Easy,18,45,71,48,Medium
44,Male,USA,Strategy,5.218566490505956,0,Hard,1,102,70,28,Low
47,Male,Europe,Action,18.12918075426476,0,Easy,2,88,6,46,Medium
43,Male,Asia,Action,22.250157038505023,0,Hard,9,116,21,45,Medium
31,Female,Other,Action,21.361536577829355,0,Medium,9,37,48,39,Medium
43,Female,USA,Sports,3.555879746093088,0,Easy,18,72,95,34,High
18,Male,Asia,Strategy,16.212508910263104,0,Easy,14,30,10,12,Medium
29,Male,Europe,Strategy,11.87509445191234,0,Easy,9,73,40,13,Medium
31,Female,USA,Action,13.497746006621032,0,Easy,7,45,98,8,Medium
29,Male,Europe,Strategy,2.090471482617051,0,Hard,2,151,12,16,Low
15,Female,Asia,RPG,20.832250266884856,0,Medium,10,124,65,26,Medium
30,Male,Asia,RPG,21.64573644024205,0,Easy,13,60,75,48,Medium
22,Female,USA,RPG,22.80164099978048,0,Medium,2,10,93,37,Low
34,Female,USA,RPG,18.673333630345365,1,Hard,1,119,28,1,Low
26,Female,USA,Sports,23.743676228947464,0,Easy,19,71,43,44,High
47,Male,Other,Simulation,0.6510814604071493,0,Easy,14,114,13,48,Low
22,Female,Europe,Strategy,1.5008187304236733,1,Easy,7,23,58,24,Low
22,Male,USA,Simulation,15.838337718120926,0,Easy,13,162,26,48,High
31,Male,Other,Sports,5.814060426022039,0,Medium,16,39,86,29,Medium
44,Male,Europe,RPG,15.974403519127012,1,Easy,3,78,46,48,Medium
45,Female,USA,RPG,22.633922642243128,1,Easy,1,123,38,7,Low
37,Female,Europe,RPG,10.146886725724228,0,Medium,10,151,28,37,High
19,Male,Europe,Strategy,22.91474644393748,0,Easy,13,119,82,12,High
32,Male,Europe,Simulation,15.12861687051486,0,Easy,3,172,70,46,Medium
29,Female,Europe,Simulation,4.799250445067456,0,Easy,6,38,15,43,Low
37,Male,USA,Action,9.275044461868331,0,Medium,2,45,50,34,Low
31,Male,USA,Strategy,16.623856379994038,0,Easy,10,17,29,14,Low
31,Male,Europe,Strategy,8.79489434838384,0,Hard,1,98,32,31,Low
15,Male,USA,Action,9.114146810644474,1,Medium,9,76,12,47,Medium
27,Female,Other,RPG,10.541482984249598,0,Easy,10,51,36,17,Medium
23,Male,Asia,Sports,16.63703402730202,1,Easy,14,45,91,8,Medium
26,Male,Europe,RPG,3.481671800727953,0,Easy,14,155,23,47,Medium
37,Male,Asia,Action,8.881713982388188,1,Medium,16,136,81,40,High
34,Male,Asia,Simulation,6.428437294605146,0,Easy,0,11,95,26,Low
25,Female,Asia,RPG,4.401729344841462,0,Medium,10,48,27,23,Medium
37,Male,Europe,Sports,2.960314024846477,1,Easy,6,123,35,28,Medium
47,Male,Europe,Action,14.414466439780124,0,Easy,5,134,84,12,Medium
35,Female,Asia,Simulation,19.20150991284528,0,Medium,13,168,3,41,High
36,Female,USA,RPG,17.97932464490518,0,Easy,11,48,48,11,Medium
39,Female,USA,RPG,17.667411546519162,0,Easy,18,178,52,40,High
24,Female,Europe,Simulation,1.2169854040805648,0,Medium,13,169,50,21,High
43,Female,USA,Strategy,20.994868419883847,1,Easy,8,59,18,10,Medium
39,Female,Asia,Simulation,18.717375354359653,0,Hard,17,20,26,48,Medium
38,Female,USA,Strategy,1.332467078105795,0,Hard,18,100,59,3,Medium
43,Female,Asia,RPG,12.982220399810966,0,Easy,12,153,49,23,High
33,Female,USA,Sports,11.886428762897095,0,Easy,17,51,37,7,Medium
26,Female,Other,Action,9.22781896228792,0,Easy,0,47,66,46,Low
24,Male,USA,Action,8.975652050394835,0,Easy,1,80,16,24,High
20,Female,Europe,RPG,6.701615394943483,0,Easy,16,89,6,10,Medium
36,Male,USA,Action,20.44174537107128,0,Hard,5,159,95,45,Medium
23,Female,Europe,Simulation,18.08279759290281,0,Easy,4,110,16,48,Medium
48,Male,Europe,Action,20.82312019987939,0,Medium,3,24,71,4,Low
26,Male,Asia,Strategy,17.900060290771492,0,Hard,16,82,47,43,Medium
36,Female,Europe,Action,10.23770055741656,1,Medium,17,169,18,4,High
26,Male,Europe,Sports,13.043529661757283,0,Easy,17,88,11,31,High
48,Female,Asia,Simulation,22.125940256959943,0,Hard,11,123,31,4,Medium
26,Male,Europe,Action,16.84981744206547,0,Hard,3,25,49,23,Low
43,Male,Europe,Simulation,8.772222671628263,1,Hard,4,20,71,41,Low
38,Female,USA,Strategy,19.463563663701805,0,Medium,19,155,35,30,High
16,Male,USA,RPG,2.9125861055909823,0,Hard,13,165,41,21,High
18,Female,Europe,Strategy,21.717776800629625,0,Medium,0,87,19,6,Low
39,Male,USA,Strategy,0.9403359146676608,0,Medium,9,169,55,15,High
17,Male,Other,Simulation,16.047361330058912,0,Easy,5,151,12,1,Medium
19,Male,USA,Sports,13.311591263014526,0,Easy,4,25,85,44,Low
24,Female,Asia,Action,19.132773213536773,0,Medium,16,77,28,14,Medium
23,Female,Europe,Action,18.728417700410745,0,Hard,11,168,40,17,High
16,Male,USA,RPG,12.250165711034803,0,Easy,17,46,43,45,Medium
30,Female,USA,Simulation,17.09732639340824,0,Easy,2,16,4,5,Low
42,Male,Asia,Simulation,10.520409156690404,0,Medium,19,139,17,7,High
30,Male,USA,Strategy,8.062628826675983,1,Medium,19,87,16,40,High
36,Female,Europe,RPG,15.339442629095135,0,Medium,6,75,24,44,Medium
36,Male,Asia,Strategy,10.43251729872785,0,Medium,1,35,21,16,Low
20,Female,Other,Action,20.263189161034585,0,Easy,14,105,88,38,High
30,Male,Europe,Action,12.866801914510344,0,Easy,8,160,71,14,Medium
35,Male,USA,Action,11.7744206048828,0,Medium,10,119,92,5,Medium
31,Male,Europe,Simulation,8.290541828609186,1,Medium,5,168,96,34,Medium
39,Female,Europe,Strategy,16.006758401636773,0,Easy,16,168,5,25,High
44,Male,Europe,Action,15.80251188082999,0,Hard,3,133,89,19,Medium
29,Male,USA,Action,20.318471935535783,0,Easy,7,67,67,18,Medium
35,Male,Asia,Sports,18.50392437079428,0,Medium,9,87,52,7,Low
45,Male,Europe,Sports,15.721209781719756,0,Hard,14,122,69,34,High
44,Female,USA,Simulation,21.77460871803328,0,Easy,14,111,27,5,Medium
24,Female,USA,Action,7.57382494792821,1,Medium,15,78,50,39,Medium
39,Female,Asia,Strategy,6.497818642349261,0,Easy,13,45,41,9,Medium
37,Male,USA,RPG,1.1404718327447787,1,Medium,15,81,54,38,Medium
40,Male,Asia,RPG,2.238795313624119,0,Easy,13,13,69,40,High
40,Male,Europe,Strategy,3.150595148869149,0,Easy,1,99,70,49,Low
21,Female,Europe,Simulation,13.235875489291487,0,Easy,3,64,11,20,Low
40,Male,Other,Simulation,19.037833293603374,0,Easy,19,135,91,4,High
18,Male,USA,RPG,9.023535825101806,0,Easy,18,155,25,21,High
17,Male,Europe,Simulation,2.6799044048972656,0,Hard,12,179,44,11,High
35,Male,Europe,Sports,10.36236005509252,0,Hard,15,142,95,11,High
16,Female,Europe,RPG,19.41233212896804,1,Easy,19,138,24,31,High
48,Male,Europe,RPG,16.172741683046212,0,Easy,7,114,5,23,Medium
44,Female,Europe,Simulation,1.2708831757366914,0,Easy,5,43,71,22,Low
41,Male,Europe,Action,0.864706234269125,0,Medium,16,55,73,40,Medium
42,Male,Asia,Action,3.44348632674669,0,Medium,14,37,93,43,Medium
40,Female,Europe,Action,23.03245601059677,0,Medium,16,159,44,6,Medium
24,Female,Europe,Action,6.0435406964524025,0,Easy,4,61,14,37,Low
17,Female,USA,Action,13.943848229482166,0,Medium,18,85,69,11,High
18,Female,Asia,Strategy,1.0552471491180029,0,Medium,1,138,68,24,Low
18,Female,Asia,Simulation,1.4206653386276995,0,Easy,7,173,21,16,Medium
27,Male,Asia,Strategy,19.4849964589172,1,Easy,4,11,89,44,Low
32,Male,Europe,RPG,8.213238621992058,0,Medium,11,140,66,20,High
31,Female,USA,RPG,1.0471972776067338,0,Easy,8,144,46,31,Medium
30,Female,USA,Sports,2.2081486658315166,0,Medium,4,130,7,44,Medium
37,Female,Europe,Strategy,20.20555444287931,0,Medium,18,98,17,7,High
18,Male,USA,RPG,9.155761590443198,1,Hard,11,134,59,29,High
22,Male,USA,Sports,23.069866912399952,1,Medium,11,45,17,11,Medium
24,Male,USA,Sports,7.186401606239405,0,Easy,3,45,44,27,Low
19,Male,USA,Action,0.5779174687754365,1,Easy,9,154,61,0,Medium
37,Male,Asia,RPG,6.62967448501948,1,Easy,16,26,36,14,Medium
20,Female,USA,Sports,13.701084297261438,0,Easy,6,166,89,1,Medium
35,Female,USA,Strategy,19.86293860221873,0,Easy,1,83,57,27,Medium
42,Male,USA,RPG,11.18913322078895,1,Easy,1,106,43,26,Low
26,Male,Other,Sports,3.2972429171675284,1,Hard,0,48,32,14,Low
46,Male,Europe,RPG,11.169886950237402,0,Easy,10,81,55,22,Medium
39,Male,USA,Sports,16.42052460348157,0,Easy,1,147,61,29,Low
35,Male,USA,Sports,15.612505729510149,0,Easy,0,58,66,29,Low
41,Male,Asia,Action,9.226494028574436,0,Easy,16,31,86,47,Medium
35,Male,Europe,Simulation,3.5653158983704865,0,Hard,15,48,24,13,Medium
49,Male,Europe,RPG,1.040851695485082,1,Hard,12,93,20,6,Medium
18,Male,Europe,Sports,1.2217152353127894,0,Easy,1,99,63,9,Low
41,Female,Asia,RPG,0.365041233423927,1,Easy,6,62,33,24,Medium
27,Male,Europe,Sports,6.831037384862228,0,Hard,13,152,24,0,High
18,Female,USA,Sports,11.822918348065524,1,Hard,13,24,88,12,Medium
23,Male,Europe,Strategy,18.55327959144355,0,Easy,19,41,53,20,Medium
26,Male,Asia,Action,8.267218228299297,0,Hard,9,52,20,31,Medium
49,Female,Asia,Strategy,1.0165815460766303,0,Easy,7,69,85,14,Medium
41,Female,Asia,Action,9.435130841884916,1,Easy,9,152,41,7,Medium
26,Female,USA,RPG,23.032050293627695,0,Hard,5,173,29,1,Medium
21,Female,USA,Strategy,14.626672421520071,0,Medium,7,92,89,40,Medium
33,Male,Europe,Strategy,19.533451656325663,0,Easy,1,23,47,44,Low
45,Male,Europe,Simulation,5.643280874372534,0,Easy,12,126,72,30,High
48,Male,USA,Strategy,6.485750184156434,0,Medium,7,83,99,43,Medium
35,Male,Europe,Strategy,14.461450105435144,0,Easy,7,150,32,4,Medium
26,Male,Europe,Simulation,22.95708982379613,0,Easy,7,29,32,11,Low
47,Female,USA,Sports,7.944369233708178,1,Easy,5,179,11,6,Medium
49,Female,Europe,RPG,21.21616261207171,0,Hard,17,40,20,47,Medium
35,Male,USA,Action,22.619163276350125,0,Medium,5,128,18,37,Medium
45,Male,Europe,Sports,4.891259363511714,0,Hard,18,122,86,8,High
32,Male,Other,Simulation,7.827106822011599,1,Medium,3,146,69,27,Medium
42,Female,USA,Simulation,10.56175512888213,0,Medium,1,140,20,27,Low
36,Male,Asia,Sports,23.210493624710143,0,Medium,4,10,66,28,Low
25,Male,Asia,Action,17.94708447217585,0,Easy,15,135,27,19,High
38,Male,USA,Simulation,22.10406981819797,0,Easy,3,141,58,28,Medium
20,Female,USA,Simulation,14.972787927113782,0,Easy,8,66,51,12,Medium
27,Male,USA,Action,23.07039174429801,0,Hard,9,67,45,48,Medium
47,Male,USA,Simulation,11.912551728004631,1,Easy,10,139,23,43,High
45,Male,USA,Simulation,1.9592030914624967,0,Easy,9,77,51,34,Medium
31,Female,USA,Simulation,4.919336042516353,1,Easy,8,114,93,15,Medium
21,Female,USA,Sports,12.827517957625696,1,Hard,12,171,26,43,High
26,Male,USA,Simulation,2.643704626230921,0,Easy,19,55,78,14,Medium
49,Female,Asia,Strategy,20.01097368569717,1,Easy,4,105,90,16,Medium
29,Male,Europe,Simulation,6.413323283452311,0,Hard,5,95,72,49,Medium
28,Female,Europe,Action,14.038939153307542,0,Easy,4,53,18,2,Low
18,Female,USA,Simulation,6.927973717352455,1,Hard,6,153,54,24,Medium
24,Male,Europe,Action,12.265128009033193,1,Medium,6,106,48,28,Low
31,Male,Asia,Strategy,2.138335879170705,0,Medium,8,168,52,19,Medium
19,Male,Asia,Sports,13.988594065128328,0,Easy,5,172,51,8,Medium
29,Female,Asia,Strategy,10.301545644707144,0,Easy,3,27,25,47,Low
49,Male,Europe,Action,21.477334439866056,0,Easy,18,105,42,37,High
26,Male,Europe,Simulation,3.322987043761726,0,Easy,16,100,10,8,High
26,Male,USA,RPG,12.060253033371836,0,Hard,9,51,41,48,Medium
42,Male,Europe,RPG,20.01869514197752,1,Easy,13,17,9,31,Low
20,Female,Asia,Action,4.845783165017989,0,Medium,2,47,37,43,Low
40,Female,USA,Strategy,22.735927856302304,0,Easy,6,144,92,30,Medium
36,Male,USA,Sports,14.414730887546511,0,Medium,10,158,56,39,High
48,Male,Other,Strategy,16.506600029934425,0,Easy,8,174,78,45,High
23,Female,USA,Sports,9.156450653668056,0,Medium,2,150,48,15,Low
35,Male,Europe,Strategy,22.681804270233528,1,Medium,19,16,86,1,Low
15,Male,Europe,Strategy,8.4697292621446,1,Hard,3,110,24,44,Medium
42,Male,Europe,Strategy,10.498381141087624,0,Easy,3,83,35,24,Low
43,Male,Europe,Sports,11.236099444070454,0,Hard,10,91,48,46,Medium
30,Male,Asia,Sports,9.89293390396474,0,Medium,18,73,19,11,Medium
35,Male,USA,Sports,0.6634456803438384,0,Hard,12,47,65,21,Medium
16,Male,Europe,Simulation,12.610892818217144,1,Medium,19,149,11,8,High
19,Male,USA,Simulation,11.656543614454488,0,Hard,14,14,23,37,Low
20,Female,USA,RPG,2.7958832553572748,0,Hard,5,175,47,42,Medium
41,Female,Europe,Sports,1.6234825973106002,0,Medium,6,63,26,29,Medium
21,Female,Asia,Simulation,16.863074041784913,1,Easy,16,85,36,20,Medium
39,Female,Europe,RPG,7.443247531914064,0,Hard,0,165,32,18,Low
26,Male,USA,RPG,11.20547534894662,1,Medium,15,61,8,45,Medium
31,Male,Asia,Strategy,18.227212075273563,1,Medium,3,135,17,28,Medium
26,Male,Europe,RPG,13.697929891757898,0,Easy,8,24,22,28,Low
30,Female,Asia,Sports,0.759345955011729,0,Hard,10,71,42,23,Medium
15,Female,USA,Strategy,3.251891699538968,0,Easy,3,152,24,28,Medium
48,Female,USA,Sports,14.595055666788715,1,Medium,2,17,12,42,Low
39,Female,Asia,RPG,15.803986523221916,1,Hard,7,14,27,10,Low
31,Male,Europe,RPG,15.121948755714776,0,Medium,13,148,74,28,High
36,Male,USA,Strategy,17.48696049102703,0,Medium,1,172,61,13,Low
28,Female,Other,Sports,10.93493878798412,0,Easy,6,103,99,36,Medium
46,Male,USA,Strategy,22.44786290518916,0,Easy,8,137,44,14,Medium
32,Male,Europe,Action,6.447627501684915,0,Easy,19,97,68,11,High
46,Female,USA,Simulation,6.3357253646131975,0,Easy,2,43,76,46,Low
38,Female,Asia,Action,10.551006224656362,1,Easy,16,160,10,40,High
21,Female,Europe,Sports,15.358497586790964,0,Easy,6,67,6,37,Medium
49,Female,Europe,RPG,22.272957791983337,0,Medium,10,106,5,33,Medium
15,Male,Europe,Sports,11.483576436970884,0,Medium,18,44,51,25,Medium
42,Male,Asia,Action,3.562882132035015,0,Medium,17,141,78,39,High
39,Female,USA,RPG,7.576224826912553,0,Easy,10,94,64,5,Medium
28,Female,Asia,Sports,2.089182085127619,0,Easy,7,27,37,25,Low
36,Male,Other,Strategy,4.169170036735178,1,Easy,17,153,20,27,High
49,Female,Europe,RPG,20.54561218590793,0,Easy,14,134,36,44,High
39,Male,Asia,Strategy,15.319384970403938,0,Medium,6,18,13,12,Low
43,Female,Europe,Strategy,16.436625540196957,0,Easy,11,58,10,6,Medium
15,Male,USA,Simulation,18.02433947979668,0,Medium,0,34,89,10,Low
29,Male,Other,RPG,6.05230377523252,0,Medium,12,33,26,3,Medium
35,Female,Europe,Action,19.831937806207087,0,Hard,0,159,16,17,Low
33,Female,Europe,Strategy,1.033973955104643,0,Medium,7,63,72,20,Medium
32,Male,Europe,Sports,7.263588368289311,0,Easy,18,74,11,6,Medium
23,Female,Other,Simulation,19.582409539047354,1,Hard,2,23,11,37,Low
44,Female,Other,RPG,14.073749200038083,0,Hard,8,24,68,14,Low
16,Male,Europe,RPG,5.984395760611226,0,Easy,6,45,36,30,Low
24,Male,Europe,Strategy,23.76684215100612,0,Easy,19,102,19,27,High
25,Male,USA,Simulation,15.671663217256938,0,Medium,11,32,47,24,Medium
15,Male,Europe,RPG,2.4201318894693724,0,Easy,16,82,86,47,High
40,Female,Asia,Action,11.684191570321676,0,Easy,12,15,37,39,Low
17,Female,USA,RPG,2.758848622548798,0,Easy,7,131,55,49,Medium
39,Male,Europe,Sports,22.328203546407536,0,Medium,11,171,34,15,High
35,Female,Europe,RPG,2.398943741155061,0,Medium,19,150,24,3,High
19,Male,Other,RPG,11.796167144419703,1,Medium,1,158,6,26,Low
22,Male,Europe,Simulation,2.906113686819774,0,Medium,12,119,88,2,High
40,Male,Other,Action,2.5625196724448958,0,Medium,15,63,81,6,Low
48,Male,Europe,Sports,1.7990410042083438,1,Easy,6,20,24,17,Low
20,Male,USA,Action,14.687268647990326,0,Easy,2,56,1,40,Low
33,Male,Europe,Sports,20.857931031130217,0,Easy,13,105,64,42,High
37,Male,USA,Action,20.64440283936765,1,Easy,16,98,95,23,High
47,Female,Other,Action,12.854019371488429,0,Easy,8,98,79,18,Medium
46,Female,Europe,Action,8.749789844622939,0,Easy,16,157,46,43,High
37,Male,Europe,Simulation,12.195715707847295,0,Medium,8,51,42,25,Medium
25,Female,Asia,Sports,8.15309633887885,1,Hard,10,108,70,16,Medium
40,Male,Asia,Strategy,18.62757025412519,0,Hard,3,23,19,49,Low
41,Male,Asia,Strategy,0.8929389569671038,0,Easy,16,102,32,25,High
43,Female,USA,RPG,23.16995706738263,0,Easy,19,100,62,2,High
40,Female,Europe,Strategy,17.997048776133173,0,Medium,16,65,92,31,Medium
46,Female,Europe,Strategy,0.2435387689043393,0,Medium,7,113,69,26,Medium
49,Female,USA,Simulation,23.67493864515965,0,Medium,7,60,5,11,Medium
35,Female,Asia,Simulation,17.27409732696308,0,Hard,10,26,17,41,Low
47,Male,USA,RPG,0.3551469241533205,0,Easy,16,167,31,26,High
32,Female,USA,Strategy,0.5170853192549068,0,Medium,2,80,13,48,Low
24,Male,Asia,Strategy,6.641528637097345,0,Hard,1,132,26,33,Low
30,Female,Europe,Strategy,11.914244867480754,0,Hard,12,59,9,19,Medium
17,Male,Europe,Strategy,23.88733264058604,0,Hard,5,92,57,31,Medium
48,Male,USA,Sports,21.37208981069788,1,Hard,14,120,63,3,High
24,Male,Asia,Simulation,13.167783421436036,0,Easy,13,56,99,30,Medium
29,Male,Other,Strategy,21.4928522732716,0,Medium,18,137,54,23,High
34,Male,Europe,RPG,10.554157306371904,1,Hard,2,34,62,7,Low
15,Female,USA,RPG,22.922284902683668,0,Easy,19,33,91,2,Low
33,Female,USA,RPG,17.143010885071867,0,Easy,8,95,17,3,Medium
34,Female,USA,Strategy,18.17277535238263,0,Hard,6,179,87,31,Medium
24,Female,USA,RPG,10.38008935048278,1,Easy,7,168,63,36,Medium
37,Male,Other,Action,17.333171560027978,0,Easy,10,101,20,5,Medium
42,Male,Other,RPG,12.075672130153515,1,Easy,10,70,31,5,Medium
20,Female,Europe,Simulation,0.1335141075865769,1,Easy,8,71,16,17,Medium
37,Female,Asia,Simulation,10.570602536607453,1,Easy,7,179,43,26,Medium
45,Male,USA,Strategy,8.807770762272405,0,Hard,13,125,8,24,Medium
37,Female,Other,Simulation,22.31071989145417,0,Easy,17,98,83,31,High
44,Male,Other,RPG,13.009934961578525,1,Easy,7,56,9,36,Medium
27,Male,Asia,Simulation,11.22994626744542,0,Medium,12,10,57,11,Low
49,Male,Other,Action,3.326911320481104,1,Medium,16,63,43,6,Medium
33,Female,Europe,RPG,23.923245300071763,0,Hard,7,34,84,7,Low
33,Female,USA,Sports,8.892912830242157,0,Medium,15,171,58,21,High
41,Male,USA,RPG,9.482443315636337,0,Hard,10,102,14,33,Medium
37,Male,USA,Simulation,7.228505037118262,0,Easy,15,137,9,23,High
48,Male,Europe,Action,20.62621377452208,0,Medium,18,99,55,49,High
35,Male,Europe,RPG,6.510183023426601,0,Hard,16,66,13,33,Medium
16,Male,USA,Action,22.969559998418745,0,Medium,15,173,21,28,High
45,Female,Europe,Simulation,11.818456133398632,0,Hard,19,154,69,24,High
39,Male,USA,RPG,9.210639744957916,0,Hard,7,153,55,39,Medium
32,Female,Europe,Strategy,4.699484924378176,0,Easy,9,88,24,34,Medium
47,Female,USA,Action,14.492410410035651,1,Medium,19,64,63,46,Medium
40,Male,Asia,Action,14.800572438624062,1,Easy,9,151,93,42,High
23,Male,Europe,Sports,13.816881137489975,0,Hard,9,145,57,30,Medium
35,Female,Europe,Simulation,1.7117044265672234,0,Easy,1,173,78,14,Low
31,Male,USA,RPG,21.206851332377973,0,Easy,3,17,78,20,Low
48,Male,USA,Simulation,15.212779818282211,1,Medium,17,154,67,8,High
37,Male,USA,Simulation,11.754698303585451,0,Hard,7,43,4,0,Low
43,Female,Europe,RPG,17.446588859826708,0,Hard,15,63,53,44,Medium
45,Female,Europe,Simulation,18.624333044521634,1,Hard,13,146,58,4,High
26,Male,Europe,Action,5.075897190799125,1,Easy,4,155,37,46,Medium
31,Male,Europe,Simulation,5.790210397892579,1,Medium,2,178,45,21,Medium
